#Enter number of particles (N): #Enter density (rho): #Enter initial temperature (T): #Enter runtime: #Enter time step (dt): #Enter random seed: #Enter burn-in time (burninTime): 
#N=343 L=7.000000 T=0.100000 runtime=40.000000 dt=0.010000 seed=13 burninTime=0.900000
# time     E         U          K         T   <[H-<H>]^2>
18.730000 -3.858435 -5.648838 1.790403 1.193602 0.001335
18.740000 -3.857352 -5.643689 1.786338 1.190892 0.001335
18.750000 -3.856537 -5.629396 1.772860 1.181906 0.001334
18.760000 -3.856172 -5.619716 1.763544 1.175696 0.001334
18.770000 -3.855867 -5.621711 1.765843 1.177229 0.001334
18.780000 -3.856196 -5.638685 1.782489 1.188326 0.001334
18.790000 -3.857073 -5.663918 1.806845 1.204563 0.001333
18.800000 -3.857402 -5.683993 1.826591 1.217727 0.001333
18.810000 -3.857138 -5.693218 1.836081 1.224054 0.001333
18.820000 -3.856709 -5.695572 1.838862 1.225908 0.001332
18.830000 -3.857251 -5.695862 1.838611 1.225741 0.001332
18.840000 -3.858149 -5.686786 1.828637 1.219091 0.001332
18.850000 -3.857829 -5.659305 1.801476 1.200984 0.001332
18.860000 -3.856251 -5.623827 1.767577 1.178384 0.001332
18.870000 -3.855162 -5.610077 1.754915 1.169943 0.001332
18.880000 -3.858510 -5.628895 1.770385 1.180256 0.001332
18.890000 -3.857879 -5.639637 1.781758 1.187838 0.001332
18.900000 -3.856379 -5.642703 1.786324 1.190883 0.001331
18.910000 -3.856576 -5.655177 1.798601 1.199067 0.001331
18.920000 -3.855594 -5.675123 1.819528 1.213019 0.001331
18.930000 -3.856031 -5.708910 1.852878 1.235252 0.001331
18.940000 -3.857934 -5.745885 1.887951 1.258634 0.001331
18.950000 -3.857988 -5.760186 1.902198 1.268132 0.001331
18.960000 -3.858065 -5.748328 1.890262 1.260175 0.001331
18.970000 -3.857206 -5.714036 1.856829 1.237886 0.001330
18.980000 -3.855865 -5.673541 1.817676 1.211784 0.001330
18.990000 -3.855400 -5.648678 1.793278 1.195519 0.001330
19.000000 -3.856490 -5.645479 1.788990 1.192660 0.001330
19.010000 -3.857385 -5.647346 1.789962 1.193308 0.001329
19.020000 -3.856743 -5.639967 1.783224 1.188816 0.001329
19.030000 -3.856822 -5.628942 1.772120 1.181413 0.001329
19.040000 -3.857838 -5.613662 1.755824 1.170549 0.001329
19.050000 -3.857414 -5.584402 1.726988 1.151325 0.001328
19.060000 -3.856066 -5.551482 1.695416 1.130277 0.001328
19.070000 -3.855964 -5.537433 1.681469 1.120979 0.001328
19.080000 -3.855823 -5.550115 1.694292 1.129528 0.001328
19.090000 -3.857177 -5.589885 1.732708 1.155139 0.001327
19.100000 -3.859138 -5.634240 1.775102 1.183401 0.001328
19.110000 -3.858014 -5.654929 1.796916 1.197944 0.001328
19.120000 -3.855381 -5.665665 1.810283 1.206856 0.001328
19.130000 -3.856025 -5.699264 1.843239 1.228826 0.001328
19.140000 -3.858225 -5.746594 1.888368 1.258912 0.001328
19.150000 -3.859856 -5.771455 1.911599 1.274399 0.001329
19.160000 -3.858249 -5.751094 1.892845 1.261897 0.001329
19.170000 -3.855712 -5.711611 1.855899 1.237266 0.001329
19.180000 -3.857534 -5.688507 1.830973 1.220648 0.001329
19.190000 -3.856830 -5.667676 1.810846 1.207231 0.001329
19.200000 -3.855811 -5.653893 1.798082 1.198721 0.001329
19.210000 -3.855401 -5.661132 1.805731 1.203821 0.001329
19.220000 -3.857663 -5.689300 1.831636 1.221091 0.001328
19.230000 -3.860858 -5.702970 1.842112 1.228074 0.001331
19.240000 -3.860090 -5.659743 1.799653 1.199769 0.001333
19.250000 -3.854103 -5.580149 1.726045 1.150697 0.001334
19.260000 -3.851953 -5.551786 1.699834 1.133223 0.001339
19.270000 -3.856560 -5.606440 1.749880 1.166587 0.001339
19.280000 -3.859284 -5.680569 1.821285 1.214190 0.001339
19.290000 -3.858718 -5.725429 1.866710 1.244474 0.001340
19.300000 -3.858322 -5.739319 1.880997 1.253998 0.001340
19.310000 -3.858293 -5.725844 1.867551 1.245034 0.001340
19.320000 -3.857690 -5.686742 1.829052 1.219368 0.001340
19.330000 -3.856344 -5.633764 1.777421 1.184947 0.001339
19.340000 -3.854329 -5.592710 1.738381 1.158921 0.001340
19.350000 -3.854980 -5.591490 1.736510 1.157673 0.001341
19.360000 -3.856048 -5.622231 1.766183 1.177455 0.001340
19.370000 -3.856639 -5.664452 1.807813 1.205208 0.001340
19.380000 -3.858001 -5.701366 1.843365 1.228910 0.001340
19.390000 -3.859110 -5.708871 1.849760 1.233174 0.001341
19.400000 -3.857695 -5.672334 1.814639 1.209759 0.001340
19.410000 -3.854952 -5.616611 1.761659 1.174439 0.001341
19.420000 -3.855112 -5.584628 1.729516 1.153011 0.001341
19.430000 -3.856479 -5.581407 1.724929 1.149952 0.001341
19.440000 -3.857241 -5.588831 1.731590 1.154393 0.001340
19.450000 -3.857661 -5.593989 1.736328 1.157552 0.001340
19.460000 -3.857412 -5.591450 1.734038 1.156025 0.001340
19.470000 -3.857254 -5.585860 1.728606 1.152404 0.001339
19.480000 -3.855631 -5.585991 1.730360 1.153573 0.001339
19.490000 -3.854807 -5.617553 1.762745 1.175164 0.001340
19.500000 -3.857522 -5.688710 1.831188 1.220792 0.001340
19.510000 -3.860053 -5.757367 1.897314 1.264876 0.001341
19.520000 -3.860076 -5.780370 1.920294 1.280196 0.001343
19.530000 -3.858028 -5.752497 1.894469 1.262979 0.001343
19.540000 -3.855118 -5.704288 1.849170 1.232780 0.001343
19.550000 -3.854549 -5.677800 1.823251 1.215501 0.001344
19.560000 -3.856383 -5.681723 1.825340 1.216893 0.001344
19.570000 -3.857721 -5.689932 1.832210 1.221474 0.001343
19.580000 -3.858536 -5.680795 1.822259 1.214839 0.001344
19.590000 -3.858225 -5.645549 1.787323 1.191549 0.001344
19.600000 -3.855774 -5.597130 1.741356 1.160904 0.001343
19.610000 -3.854646 -5.574630 1.719984 1.146656 0.001344
19.620000 -3.856937 -5.595587 1.738650 1.159100 0.001344
19.630000 -3.859921 -5.626338 1.766418 1.177612 0.001345
19.640000 -3.857727 -5.627142 1.769415 1.179610 0.001345
19.650000 -3.855910 -5.623623 1.767712 1.178475 0.001345
19.660000 -3.857358 -5.639042 1.781684 1.187789 0.001345
19.670000 -3.855903 -5.659516 1.803613 1.202408 0.001344
19.680000 -3.857575 -5.693639 1.836064 1.224043 0.001344
19.690000 -3.859037 -5.717294 1.858257 1.238838 0.001345
19.700000 -3.857377 -5.708977 1.851600 1.234400 0.001344
19.710000 -3.856306 -5.691143 1.834837 1.223225 0.001344
19.720000 -3.857240 -5.680725 1.823485 1.215657 0.001344
19.730000 -3.856448 -5.671248 1.814800 1.209866 0.001343
19.740000 -3.856726 -5.671059 1.814333 1.209555 0.001343
19.750000 -3.857512 -5.676175 1.818664 1.212443 0.001343
19.760000 -3.858507 -5.670708 1.812200 1.208134 0.001343
19.770000 -3.857614 -5.640099 1.782484 1.188323 0.001343
19.780000 -3.854938 -5.598085 1.743147 1.162098 0.001343
19.790000 -3.854703 -5.581301 1.726598 1.151065 0.001344
19.800000 -3.855937 -5.596870 1.740933 1.160622 0.001343
19.810000 -3.856409 -5.629215 1.772806 1.181870 0.001343
19.820000 -3.857481 -5.667390 1.809909 1.206606 0.001343
19.830000 -3.858444 -5.693769 1.835325 1.223550 0.001343
19.840000 -3.857525 -5.694977 1.837452 1.224968 0.001343
19.850000 -3.857187 -5.680300 1.823113 1.215409 0.001342
19.860000 -3.856472 -5.656917 1.800446 1.200297 0.001342
19.870000 -3.855780 -5.634632 1.778852 1.185901 0.001342
19.880000 -3.856120 -5.622210 1.766090 1.177393 0.001342
19.890000 -3.857062 -5.614374 1.757312 1.171541 0.001341
19.900000 -3.857646 -5.598022 1.740376 1.160251 0.001341
19.910000 -3.856416 -5.568357 1.711941 1.141294 0.001341
19.920000 -3.855468 -5.544094 1.688626 1.125751 0.001341
19.930000 -3.856734 -5.539606 1.682873 1.121915 0.001341
19.940000 -3.857510 -5.541396 1.683886 1.122590 0.001340
19.950000 -3.856304 -5.542633 1.686329 1.124219 0.001340
19.960000 -3.855564 -5.561695 1.706131 1.137421 0.001340
19.970000 -3.856305 -5.611626 1.755321 1.170214 0.001340
19.980000 -3.859235 -5.678568 1.819333 1.212889 0.001340
19.990000 -3.859636 -5.719905 1.860269 1.240179 0.001342
20.000000 -3.859165 -5.720296 1.861131 1.240754 0.001342
20.010000 -3.859443 -5.682914 1.823471 1.215648 0.001343
20.020000 -3.856698 -5.612527 1.755829 1.170552 0.001343
20.030000 -3.852549 -5.558118 1.705570 1.137046 0.001346
20.040000 -3.855549 -5.577910 1.722361 1.148240 0.001346
20.050000 -3.859917 -5.633565 1.773648 1.182432 0.001348
20.060000 -3.858594 -5.660807 1.802213 1.201475 0.001348
20.070000 -3.857592 -5.666830 1.809238 1.206159 0.001348
20.080000 -3.858987 -5.662547 1.803560 1.202373 0.001348
20.090000 -3.857068 -5.635208 1.778140 1.185426 0.001348
20.100000 -3.854287 -5.613657 1.759369 1.172913 0.001349
20.110000 -3.855362 -5.635820 1.780458 1.186972 0.001349
20.120000 -3.857806 -5.686810 1.829004 1.219336 0.001349
20.130000 -3.859090 -5.726690 1.867600 1.245067 0.001349
20.140000 -3.857730 -5.733051 1.875321 1.250214 0.001349
20.150000 -3.855653 -5.720938 1.865285 1.243523 0.001349
20.160000 -3.855056 -5.718352 1.863296 1.242197 0.001349
20.170000 -3.856732 -5.732229 1.875497 1.250331 0.001349
20.180000 -3.858536 -5.738546 1.880010 1.253340 0.001349
20.190000 -3.858503 -5.711900 1.853397 1.235598 0.001349
20.200000 -3.856876 -5.654407 1.797532 1.198354 0.001349
20.210000 -3.854375 -5.595624 1.741250 1.160833 0.001350
20.220000 -3.853969 -5.575596 1.721627 1.147751 0.001351
20.230000 -3.856498 -5.601580 1.745082 1.163388 0.001351
20.240000 -3.857648 -5.639183 1.781536 1.187690 0.001350
20.250000 -3.857089 -5.667371 1.810282 1.206855 0.001350
20.260000 -3.856559 -5.688859 1.832300 1.221533 0.001350
20.270000 -3.856989 -5.706893 1.849905 1.233270 0.001349
20.280000 -3.857244 -5.714078 1.856834 1.237889 0.001349
20.290000 -3.856766 -5.706302 1.849536 1.233024 0.001349
20.300000 -3.856606 -5.690076 1.833469 1.222313 0.001348
20.310000 -3.856461 -5.670684 1.814223 1.209482 0.001348
20.320000 -3.856202 -5.653848 1.797646 1.198431 0.001348
20.330000 -3.855956 -5.646449 1.790494 1.193662 0.001348
20.340000 -3.855667 -5.655582 1.799915 1.199943 0.001348
20.350000 -3.857545 -5.682324 1.824779 1.216520 0.001347
20.360000 -3.859646 -5.699535 1.839889 1.226593 0.001348
20.370000 -3.859342 -5.677208 1.817865 1.211910 0.001349
20.380000 -3.856778 -5.621119 1.764341 1.176228 0.001349
20.390000 -3.854814 -5.571158 1.716345 1.144230 0.001349
20.400000 -3.855357 -5.559273 1.703916 1.135944 0.001349
20.410000 -3.856756 -5.582302 1.725545 1.150364 0.001349
20.420000 -3.858027 -5.620550 1.762523 1.175015 0.001349
20.430000 -3.859373 -5.651873 1.792500 1.195000 0.001350
20.440000 -3.858180 -5.657758 1.799578 1.199719 0.001350
20.450000 -3.856730 -5.651822 1.795092 1.196728 0.001350
20.460000 -3.856430 -5.653934 1.797504 1.198336 0.001349
20.470000 -3.856515 -5.668665 1.812151 1.208101 0.001349
20.480000 -3.857709 -5.690377 1.832668 1.221779 0.001349
20.490000 -3.858236 -5.699602 1.841366 1.227577 0.001349
20.500000 -3.857232 -5.687628 1.830396 1.220264 0.001348
20.510000 -3.857040 -5.667571 1.810531 1.207021 0.001348
20.520000 -3.858272 -5.643364 1.785093 1.190062 0.001348
20.530000 -3.856360 -5.606718 1.750358 1.166905 0.001348
20.540000 -3.855034 -5.586183 1.731149 1.154099 0.001348
20.550000 -3.857403 -5.598486 1.741083 1.160722 0.001348
20.560000 -3.858335 -5.612571 1.754236 1.169490 0.001348
20.570000 -3.858616 -5.609639 1.751023 1.167349 0.001348
20.580000 -3.856356 -5.590699 1.734343 1.156229 0.001348
20.590000 -3.855104 -5.587609 1.732504 1.155003 0.001348
20.600000 -3.856030 -5.619393 1.763364 1.175576 0.001348
20.610000 -3.859080 -5.666683 1.807604 1.205069 0.001348
20.620000 -3.859879 -5.684425 1.824545 1.216364 0.001350
20.630000 -3.858104 -5.658505 1.800401 1.200268 0.001350
20.640000 -3.856118 -5.616592 1.760474 1.173649 0.001350
20.650000 -3.856674 -5.590264 1.733590 1.155726 0.001349
20.660000 -3.856474 -5.581505 1.725031 1.150021 0.001349
20.670000 -3.857561 -5.591430 1.733870 1.155913 0.001349
20.680000 -3.858291 -5.604344 1.746053 1.164035 0.001349
20.690000 -3.857249 -5.607283 1.750034 1.166689 0.001348
20.700000 -3.855878 -5.613497 1.757619 1.171746 0.001348
20.710000 -3.855581 -5.642410 1.786829 1.191220 0.001348
20.720000 -3.856965 -5.696046 1.839082 1.226054 0.001348
20.730000 -3.858918 -5.751280 1.892362 1.261575 0.001348
20.740000 -3.860581 -5.774195 1.913614 1.275743 0.001351
20.750000 -3.859375 -5.740835 1.881460 1.254307 0.001351
20.760000 -3.856571 -5.670492 1.813921 1.209281 0.001351
20.770000 -3.854698 -5.607558 1.752860 1.168573 0.001352
20.780000 -3.854977 -5.581321 1.726344 1.150896 0.001352
20.790000 -3.855699 -5.589622 1.733923 1.155949 0.001352
20.800000 -3.856606 -5.618033 1.761427 1.174284 0.001351
20.810000 -3.857740 -5.648504 1.790764 1.193843 0.001351
20.820000 -3.857644 -5.662959 1.805315 1.203544 0.001351
20.830000 -3.856627 -5.661705 1.805078 1.203386 0.001351
20.840000 -3.856638 -5.658152 1.801514 1.201009 0.001350
20.850000 -3.858246 -5.652227 1.793982 1.195988 0.001350
20.860000 -3.858668 -5.625343 1.766675 1.177783 0.001351
20.870000 -3.855198 -5.582797 1.727599 1.151733 0.001351
20.880000 -3.855868 -5.571569 1.715701 1.143800 0.001351
20.890000 -3.857240 -5.588035 1.730795 1.153863 0.001350
20.900000 -3.857067 -5.608810 1.751743 1.167828 0.001350
20.910000 -3.856365 -5.630713 1.774349 1.182899 0.001350
20.920000 -3.855952 -5.660468 1.804516 1.203010 0.001350
20.930000 -3.857536 -5.699005 1.841469 1.227646 0.001349
20.940000 -3.859080 -5.722488 1.863408 1.242272 0.001350
20.950000 -3.857432 -5.711270 1.853838 1.235892 0.001350
20.960000 -3.853391 -5.693461 1.840070 1.226713 0.001352
20.970000 -3.854330 -5.723933 1.869603 1.246402 0.001352
20.980000 -3.859166 -5.789961 1.930795 1.287197 0.001353
20.990000 -3.861067 -5.823213 1.962146 1.308097 0.001356
21.000000 -3.859277 -5.792644 1.933368 1.288912 0.001357
21.010000 -3.857395 -5.721736 1.864341 1.242894 0.001356
21.020000 -3.855702 -5.643897 1.788195 1.192130 0.001356
21.030000 -3.853787 -5.592337 1.738550 1.159033 0.001358
21.040000 -3.855120 -5.595445 1.740326 1.160217 0.001358
21.050000 -3.857440 -5.636692 1.779252 1.186168 0.001358
21.060000 -3.858412 -5.680456 1.822044 1.214696 0.001358
21.070000 -3.858621 -5.707600 1.848979 1.232653 0.001358
21.080000 -3.858277 -5.712149 1.853873 1.235915 0.001358
21.090000 -3.857184 -5.698381 1.841197 1.227464 0.001358
21.100000 -3.856562 -5.680712 1.824150 1.216100 0.001357
21.110000 -3.857393 -5.665378 1.807985 1.205323 0.001357
21.120000 -3.857026 -5.641807 1.784781 1.189854 0.001357
21.130000 -3.855450 -5.616516 1.761065 1.174044 0.001357
21.140000 -3.855442 -5.612876 1.757433 1.171622 0.001357
21.150000 -3.856388 -5.635420 1.779032 1.186021 0.001357
21.160000 -3.857867 -5.667936 1.810070 1.206713 0.001356
21.170000 -3.857239 -5.688985 1.831746 1.221164 0.001356
21.180000 -3.856894 -5.702706 1.845812 1.230541 0.001356
21.190000 -3.858252 -5.712046 1.853794 1.235862 0.001356
21.200000 -3.858314 -5.701519 1.843205 1.228804 0.001356
21.210000 -3.857414 -5.671652 1.814238 1.209492 0.001356
21.220000 -3.856712 -5.638005 1.781292 1.187528 0.001355
21.230000 -3.855157 -5.617271 1.762114 1.174743 0.001355
21.240000 -3.855621 -5.630049 1.774428 1.182952 0.001355
21.250000 -3.856967 -5.669844 1.812877 1.208584 0.001355
21.260000 -3.858402 -5.712612 1.854210 1.236140 0.001355
21.270000 -3.858673 -5.734084 1.875411 1.250274 0.001355
21.280000 -3.857460 -5.727310 1.869850 1.246567 0.001355
21.290000 -3.856223 -5.707917 1.851694 1.234462 0.001355
21.300000 -3.856721 -5.692183 1.835463 1.223642 0.001355
21.310000 -3.857494 -5.674785 1.817291 1.211527 0.001354
21.320000 -3.857151 -5.646503 1.789353 1.192902 0.001354
21.330000 -3.856202 -5.614286 1.758084 1.172056 0.001354
21.340000 -3.855532 -5.594511 1.738979 1.159320 0.001354
21.350000 -3.855770 -5.599354 1.743583 1.162389 0.001354
21.360000 -3.857162 -5.624100 1.766938 1.177958 0.001353
21.370000 -3.857491 -5.648087 1.790596 1.193731 0.001353
21.380000 -3.857176 -5.664135 1.806959 1.204639 0.001353
21.390000 -3.857237 -5.675133 1.817896 1.211931 0.001352
21.400000 -3.857609 -5.678386 1.820776 1.213851 0.001352
21.410000 -3.857818 -5.666661 1.808843 1.205895 0.001352
21.420000 -3.857692 -5.635148 1.777455 1.184970 0.001352
21.430000 -3.856325 -5.588979 1.732654 1.155103 0.001352
21.440000 -3.855108 -5.552674 1.697566 1.131711 0.001352
21.450000 -3.854477 -5.551693 1.697215 1.131477 0.001352
21.460000 -3.855349 -5.599515 1.744166 1.162778 0.001352
21.470000 -3.858785 -5.678967 1.820182 1.213455 0.001353
21.480000 -3.860627 -5.735604 1.874977 1.249985 0.001355
21.490000 -3.859229 -5.735549 1.876319 1.250879 0.001356
21.500000 -3.856257 -5.696038 1.839781 1.226521 0.001355
21.510000 -3.855330 -5.659663 1.804333 1.202889 0.001356
21.520000 -3.856012 -5.643624 1.787613 1.191742 0.001355
21.530000 -3.855120 -5.643357 1.788237 1.192158 0.001356
21.540000 -3.856078 -5.666138 1.810060 1.206707 0.001355
21.550000 -3.857829 -5.696845 1.839016 1.226011 0.001355
21.560000 -3.857550 -5.709685 1.852135 1.234757 0.001355
21.570000 -3.856339 -5.706808 1.850470 1.233647 0.001355
21.580000 -3.856124 -5.705111 1.848987 1.232658 0.001354
21.590000 -3.856192 -5.709939 1.853747 1.235831 0.001354
21.600000 -3.856574 -5.719376 1.862802 1.241868 0.001354
21.610000 -3.857168 -5.727389 1.870221 1.246814 0.001354
21.620000 -3.857764 -5.725652 1.867888 1.245259 0.001353
21.630000 -3.857423 -5.707946 1.850523 1.233682 0.001353
21.640000 -3.856163 -5.682835 1.826672 1.217781 0.001353
21.650000 -3.857395 -5.665097 1.807702 1.205135 0.001353
21.660000 -3.856683 -5.643356 1.786672 1.191115 0.001352
21.670000 -3.855550 -5.626477 1.770927 1.180618 0.001352
21.680000 -3.856456 -5.629376 1.772920 1.181947 0.001352
21.690000 -3.856890 -5.643064 1.786175 1.190783 0.001352
21.700000 -3.857185 -5.660306 1.803122 1.202081 0.001351
21.710000 -3.857642 -5.674326 1.816683 1.211122 0.001351
21.720000 -3.857452 -5.676987 1.819535 1.213024 0.001351
21.730000 -3.857400 -5.669217 1.811817 1.207878 0.001351
21.740000 -3.859140 -5.649224 1.790084 1.193389 0.001351
21.750000 -3.856442 -5.602944 1.746503 1.164335 0.001351
21.760000 -3.853454 -5.570964 1.717510 1.145007 0.001353
21.770000 -3.855095 -5.593679 1.738584 1.159056 0.001353
21.780000 -3.857388 -5.646369 1.788981 1.192654 0.001353
21.790000 -3.859011 -5.689611 1.830600 1.220400 0.001353
21.800000 -3.858724 -5.698287 1.839563 1.226375 0.001353
21.810000 -3.858634 -5.675089 1.816455 1.210970 0.001354
21.820000 -3.857282 -5.628353 1.771071 1.180714 0.001353
21.830000 -3.854989 -5.582887 1.727898 1.151932 0.001354
21.840000 -3.855155 -5.571464 1.716309 1.144206 0.001354
21.850000 -3.857321 -5.591048 1.733726 1.155818 0.001354
21.860000 -3.858482 -5.610125 1.751643 1.167762 0.001354
21.870000 -3.857839 -5.611357 1.753517 1.169011 0.001354
21.880000 -3.855978 -5.606094 1.750116 1.166744 0.001353
21.890000 -3.856109 -5.619753 1.763644 1.175762 0.001353
21.900000 -3.857808 -5.649906 1.792098 1.194732 0.001353
21.910000 -3.857283 -5.674387 1.817105 1.211403 0.001353
21.920000 -3.857634 -5.695044 1.837411 1.224941 0.001352
21.930000 -3.858957 -5.703956 1.844999 1.229999 0.001353
21.940000 -3.857922 -5.682242 1.824320 1.216213 0.001353
21.950000 -3.855487 -5.643189 1.787702 1.191801 0.001353
21.960000 -3.854673 -5.620240 1.765567 1.177045 0.001353
21.970000 -3.855483 -5.626481 1.770998 1.180665 0.001353
21.980000 -3.856715 -5.650817 1.794103 1.196069 0.001353
21.990000 -3.857525 -5.674843 1.817318 1.211545 0.001353
22.000000 -3.857305 -5.686666 1.829361 1.219574 0.001352
22.010000 -3.856669 -5.689576 1.832907 1.221938 0.001352
22.020000 -3.857481 -5.691501 1.834021 1.222681 0.001352
22.030000 -3.858042 -5.683114 1.825072 1.216714 0.001352
22.040000 -3.855902 -5.661449 1.805546 1.203697 0.001352
22.050000 -3.855079 -5.656730 1.801651 1.201101 0.001352
22.060000 -3.856841 -5.681970 1.825129 1.216753 0.001352
22.070000 -3.858103 -5.714719 1.856616 1.237744 0.001352
22.080000 -3.859704 -5.729838 1.870134 1.246756 0.001353
22.090000 -3.858225 -5.706612 1.848387 1.232258 0.001353
22.100000 -3.855813 -5.666146 1.810334 1.206889 0.001352
22.110000 -3.855966 -5.645703 1.789737 1.193158 0.001352
22.120000 -3.858583 -5.644658 1.786075 1.190717 0.001353
22.130000 -3.858110 -5.631529 1.773418 1.182279 0.001352
22.140000 -3.856589 -5.611576 1.754987 1.169991 0.001352
22.150000 -3.856007 -5.607038 1.751031 1.167354 0.001352
22.160000 -3.856661 -5.624818 1.768157 1.178771 0.001352
22.170000 -3.857303 -5.654194 1.796890 1.197927 0.001351
22.180000 -3.859398 -5.679325 1.819927 1.213284 0.001352
22.190000 -3.859333 -5.671495 1.812163 1.208108 0.001353
22.200000 -3.857133 -5.633604 1.776471 1.184314 0.001353
22.210000 -3.857363 -5.594069 1.736706 1.157804 0.001352
22.220000 -3.856319 -5.556925 1.700606 1.133738 0.001352
22.230000 -3.856189 -5.535130 1.678941 1.119294 0.001352
22.240000 -3.856475 -5.533042 1.676567 1.117711 0.001352
22.250000 -3.857183 -5.546529 1.689346 1.126230 0.001351
22.260000 -3.855801 -5.569770 1.713969 1.142646 0.001351
22.270000 -3.855708 -5.619464 1.763755 1.175837 0.001351
22.280000 -3.859307 -5.690354 1.831047 1.220698 0.001352
22.290000 -3.861213 -5.729669 1.868456 1.245637 0.001355
22.300000 -3.858971 -5.709085 1.850114 1.233409 0.001355
22.310000 -3.854163 -5.666495 1.812332 1.208221 0.001356
22.320000 -3.855768 -5.667702 1.811934 1.207956 0.001356
22.330000 -3.857829 -5.697372 1.839542 1.226362 0.001356
22.340000 -3.858351 -5.716248 1.857897 1.238598 0.001356
22.350000 -3.858250 -5.708612 1.850363 1.233575 0.001356
22.360000 -3.856710 -5.675493 1.818783 1.212522 0.001356
22.370000 -3.854987 -5.640605 1.785618 1.190412 0.001356
22.380000 -3.854525 -5.630315 1.775791 1.183860 0.001357
22.390000 -3.855543 -5.651185 1.795642 1.197094 0.001357
22.400000 -3.856778 -5.687179 1.830401 1.220267 0.001356
22.410000 -3.857358 -5.718214 1.860856 1.240571 0.001356
22.420000 -3.858115 -5.733438 1.875324 1.250216 0.001356
22.430000 -3.857832 -5.724641 1.866809 1.244539 0.001356
22.440000 -3.855964 -5.699617 1.843653 1.229102 0.001356
22.450000 -3.854922 -5.686301 1.831380 1.220920 0.001356
22.460000 -3.856479 -5.699197 1.842718 1.228479 0.001356
22.470000 -3.858351 -5.716392 1.858041 1.238694 0.001356
22.480000 -3.858013 -5.710860 1.852847 1.235231 0.001356
22.490000 -3.856220 -5.686607 1.830386 1.220257 0.001355
22.500000 -3.855537 -5.669277 1.813740 1.209160 0.001355
22.510000 -3.857214 -5.667683 1.810469 1.206979 0.001355
22.520000 -3.857287 -5.660992 1.803704 1.202470 0.001355
22.530000 -3.855970 -5.646698 1.790728 1.193819 0.001355
22.540000 -3.856747 -5.639219 1.782472 1.188315 0.001354
22.550000 -3.857343 -5.629217 1.771874 1.181249 0.001354
22.560000 -3.856392 -5.607754 1.751361 1.167574 0.001354
22.570000 -3.855015 -5.587207 1.732192 1.154795 0.001354
22.580000 -3.854951 -5.585402 1.730451 1.153634 0.001354
22.590000 -3.855963 -5.601969 1.746005 1.164003 0.001354
22.600000 -3.856757 -5.620408 1.763651 1.175767 0.001354
22.610000 -3.856615 -5.627550 1.770935 1.180623 0.001353
22.620000 -3.855653 -5.626137 1.770484 1.180323 0.001353
22.630000 -3.855261 -5.631929 1.776667 1.184445 0.001354
22.640000 -3.855850 -5.653264 1.797415 1.198276 0.001353
22.650000 -3.857053 -5.682691 1.825638 1.217092 0.001353
22.660000 -3.858173 -5.703089 1.844916 1.229944 0.001353
22.670000 -3.858060 -5.699802 1.841742 1.227828 0.001353
22.680000 -3.857851 -5.673919 1.816068 1.210712 0.001353
22.690000 -3.856388 -5.632607 1.776219 1.184146 0.001353
22.700000 -3.854607 -5.600293 1.745686 1.163791 0.001353
22.710000 -3.856240 -5.601031 1.744791 1.163194 0.001353
22.720000 -3.858610 -5.613433 1.754823 1.169882 0.001353
22.730000 -3.858234 -5.604898 1.746664 1.164443 0.001353
22.740000 -3.855893 -5.582151 1.726258 1.150839 0.001353
22.750000 -3.854694 -5.579922 1.725228 1.150152 0.001353
22.760000 -3.855517 -5.615792 1.760275 1.173516 0.001353
22.770000 -3.858039 -5.673009 1.814970 1.209980 0.001353
22.780000 -3.859307 -5.712641 1.853334 1.235556 0.001354
22.790000 -3.859638 -5.712957 1.853319 1.235546 0.001355
22.800000 -3.857770 -5.674124 1.816354 1.210903 0.001355
22.810000 -3.855305 -5.628111 1.772806 1.181871 0.001355
22.820000 -3.855074 -5.615237 1.760164 1.173443 0.001355
22.830000 -3.857641 -5.640186 1.782544 1.188363 0.001355
22.840000 -3.859147 -5.668256 1.809109 1.206072 0.001356
22.850000 -3.857416 -5.677787 1.820371 1.213581 0.001355
22.860000 -3.856039 -5.688471 1.832432 1.221621 0.001355
22.870000 -3.857182 -5.716495 1.859313 1.239542 0.001355
22.880000 -3.857911 -5.746196 1.888285 1.258857 0.001355
22.890000 -3.856723 -5.767188 1.910465 1.273644 0.001354
22.900000 -3.857433 -5.790078 1.932645 1.288430 0.001354
22.910000 -3.859194 -5.802217 1.943023 1.295348 0.001355
22.920000 -3.859222 -5.776837 1.917615 1.278410 0.001355
22.930000 -3.856666 -5.715563 1.858897 1.239265 0.001355
22.940000 -3.854767 -5.656939 1.802171 1.201448 0.001356
22.950000 -3.854771 -5.633017 1.778246 1.185497 0.001356
22.960000 -3.856970 -5.643548 1.786577 1.191052 0.001356
22.970000 -3.858050 -5.657962 1.799913 1.199942 0.001356
22.980000 -3.857179 -5.659506 1.802327 1.201551 0.001355
22.990000 -3.857287 -5.656386 1.799099 1.199399 0.001355
23.000000 -3.857280 -5.648579 1.791299 1.194200 0.001355
23.010000 -3.855933 -5.638443 1.782510 1.188340 0.001355
23.020000 -3.856499 -5.641978 1.785480 1.190320 0.001354
23.030000 -3.857657 -5.652495 1.794838 1.196558 0.001354
23.040000 -3.857243 -5.654885 1.797641 1.198428 0.001354
