#Enter number of particles (N): #Enter density (rho): #Enter initial temperature (T): #Enter runtime: #Enter time step (dt): #Enter random seed: #Enter burn-in time (burninTime): 
#N=343 L=7.000000 T=0.100000 runtime=40.000000 dt=0.010000 seed=13 burninTime=0.900000
# time     E         U          K         T   <[H-<H>]^2>
14.500000 -3.856841 -5.560472 1.703631 1.135754 0.001343
14.510000 -3.856513 -5.558536 1.702023 1.134682 0.001342
14.520000 -3.855084 -5.557436 1.702352 1.134901 0.001342
14.530000 -3.854905 -5.576595 1.721690 1.147793 0.001343
14.540000 -3.856833 -5.616821 1.759988 1.173326 0.001342
14.550000 -3.858361 -5.650310 1.791949 1.194633 0.001343
14.560000 -3.859070 -5.652572 1.793502 1.195668 0.001344
14.570000 -3.858169 -5.615598 1.757429 1.171619 0.001344
14.580000 -3.856021 -5.557646 1.701624 1.134416 0.001343
14.590000 -3.854600 -5.513918 1.659318 1.106212 0.001344
14.600000 -3.854502 -5.508596 1.654094 1.102729 0.001345
14.610000 -3.856063 -5.542395 1.686332 1.124221 0.001345
14.620000 -3.857355 -5.591048 1.733694 1.155796 0.001344
14.630000 -3.858123 -5.630328 1.772205 1.181470 0.001344
14.640000 -3.858173 -5.644347 1.786174 1.190782 0.001344
14.650000 -3.857831 -5.628142 1.770311 1.180207 0.001344
14.660000 -3.856370 -5.588185 1.731816 1.154544 0.001344
14.670000 -3.855073 -5.547276 1.692204 1.128136 0.001344
14.680000 -3.855590 -5.525334 1.669744 1.113163 0.001344
14.690000 -3.855810 -5.519176 1.663365 1.108910 0.001344
14.700000 -3.854971 -5.527419 1.672447 1.114965 0.001344
14.710000 -3.855629 -5.558856 1.703227 1.135485 0.001344
14.720000 -3.857785 -5.601249 1.743464 1.162310 0.001344
14.730000 -3.858314 -5.623350 1.765035 1.176690 0.001344
14.740000 -3.856667 -5.617226 1.760559 1.173706 0.001343
14.750000 -3.855576 -5.606139 1.750564 1.167042 0.001343
14.760000 -3.855780 -5.609259 1.753479 1.168986 0.001343
14.770000 -3.856888 -5.626640 1.769752 1.179834 0.001343
14.780000 -3.857366 -5.645715 1.788349 1.192232 0.001342
14.790000 -3.857462 -5.658642 1.801180 1.200787 0.001342
14.800000 -3.857442 -5.662323 1.804881 1.203254 0.001341
14.810000 -3.858094 -5.652586 1.794493 1.196329 0.001341
14.820000 -3.856099 -5.625585 1.769486 1.179657 0.001341
14.830000 -3.855763 -5.607581 1.751818 1.167879 0.001341
14.840000 -3.856614 -5.605490 1.748876 1.165918 0.001340
14.850000 -3.857007 -5.604888 1.747882 1.165254 0.001340
14.860000 -3.856360 -5.600116 1.743756 1.162504 0.001340
14.870000 -3.856065 -5.599721 1.743657 1.162438 0.001339
14.880000 -3.855726 -5.611146 1.755420 1.170280 0.001339
14.890000 -3.856850 -5.637140 1.780290 1.186860 0.001339
14.900000 -3.857636 -5.661775 1.804139 1.202760 0.001338
14.910000 -3.858092 -5.670356 1.812264 1.208176 0.001338
14.920000 -3.858482 -5.656080 1.797598 1.198398 0.001338
14.930000 -3.856761 -5.620332 1.763572 1.175715 0.001338
14.940000 -3.855204 -5.592097 1.736893 1.157929 0.001338
14.950000 -3.856267 -5.594857 1.738590 1.159060 0.001338
14.960000 -3.856849 -5.614077 1.757228 1.171485 0.001337
14.970000 -3.856774 -5.635040 1.778266 1.185511 0.001337
14.980000 -3.857504 -5.651661 1.794158 1.196105 0.001337
14.990000 -3.858165 -5.651152 1.792987 1.195325 0.001337
15.000000 -3.857444 -5.625131 1.767687 1.178458 0.001336
15.010000 -3.855437 -5.587144 1.731707 1.154471 0.001336
15.020000 -3.853777 -5.569159 1.715382 1.143588 0.001338
15.030000 -3.854173 -5.595117 1.740944 1.160629 0.001340
15.040000 -3.857347 -5.654937 1.797590 1.198393 0.001339
15.050000 -3.860131 -5.699143 1.839012 1.226008 0.001342
15.060000 -3.859795 -5.685353 1.825558 1.217039 0.001343
15.070000 -3.856745 -5.620320 1.763575 1.175716 0.001343
15.080000 -3.853452 -5.554481 1.701028 1.134019 0.001345
15.090000 -3.853453 -5.539647 1.686194 1.124129 0.001348
15.100000 -3.856173 -5.578150 1.721977 1.147985 0.001348
15.110000 -3.858779 -5.628630 1.769851 1.179901 0.001348
15.120000 -3.858740 -5.649600 1.790860 1.193907 0.001349
15.130000 -3.857067 -5.637693 1.780627 1.187085 0.001348
15.140000 -3.856681 -5.614931 1.758250 1.172167 0.001348
15.150000 -3.855389 -5.594322 1.738934 1.159289 0.001348
15.160000 -3.855374 -5.595420 1.740046 1.160031 0.001348
15.170000 -3.857711 -5.616067 1.758355 1.172237 0.001348
15.180000 -3.858325 -5.622351 1.764026 1.176017 0.001348
15.190000 -3.857050 -5.601447 1.744396 1.162931 0.001347
15.200000 -3.855335 -5.571019 1.715684 1.143789 0.001347
15.210000 -3.854815 -5.556341 1.701526 1.134351 0.001348
15.220000 -3.855296 -5.566322 1.711027 1.140684 0.001348
15.230000 -3.856442 -5.593193 1.736751 1.157834 0.001348
15.240000 -3.857548 -5.619549 1.762001 1.174667 0.001347
15.250000 -3.857947 -5.628928 1.770981 1.180654 0.001347
15.260000 -3.856834 -5.617584 1.760751 1.173834 0.001347
15.270000 -3.855412 -5.603154 1.747742 1.165162 0.001347
15.280000 -3.855424 -5.607538 1.752114 1.168076 0.001347
15.290000 -3.856959 -5.630672 1.773712 1.182475 0.001346
15.300000 -3.856321 -5.654931 1.798611 1.199074 0.001346
15.310000 -3.856489 -5.684848 1.828359 1.218906 0.001345
15.320000 -3.857956 -5.713903 1.855947 1.237298 0.001345
15.330000 -3.857704 -5.718630 1.860925 1.240617 0.001345
15.340000 -3.856618 -5.699027 1.842409 1.228273 0.001345
15.350000 -3.856372 -5.669837 1.813465 1.208977 0.001344
15.360000 -3.855281 -5.640840 1.785559 1.190373 0.001344
15.370000 -3.855099 -5.628819 1.773720 1.182480 0.001345
15.380000 -3.855514 -5.638062 1.782548 1.188365 0.001344
15.390000 -3.856496 -5.659695 1.803199 1.202132 0.001344
15.400000 -3.858732 -5.674887 1.816155 1.210770 0.001345
15.410000 -3.858566 -5.653915 1.795348 1.196899 0.001345
15.420000 -3.856225 -5.602264 1.746038 1.164026 0.001344
15.430000 -3.856788 -5.549411 1.692622 1.128415 0.001344
15.440000 -3.855830 -5.495036 1.639206 1.092804 0.001344
15.450000 -3.854356 -5.453923 1.599568 1.066378 0.001345
15.460000 -3.854852 -5.448527 1.593674 1.062450 0.001345
15.470000 -3.855540 -5.475796 1.620256 1.080171 0.001345
15.480000 -3.855843 -5.525910 1.670067 1.113378 0.001345
15.490000 -3.858074 -5.588243 1.730170 1.153446 0.001345
15.500000 -3.858138 -5.632309 1.774171 1.182781 0.001345
15.510000 -3.857573 -5.651787 1.794214 1.196143 0.001345
15.520000 -3.857257 -5.654247 1.796990 1.197993 0.001344
15.530000 -3.856712 -5.646383 1.789672 1.193115 0.001344
15.540000 -3.855916 -5.640072 1.784156 1.189437 0.001344
15.550000 -3.856597 -5.647415 1.790819 1.193879 0.001343
15.560000 -3.857690 -5.659632 1.801942 1.201295 0.001343
15.570000 -3.857949 -5.660535 1.802586 1.201724 0.001343
15.580000 -3.856719 -5.646569 1.789850 1.193234 0.001342
15.590000 -3.855082 -5.637379 1.782297 1.188198 0.001343
15.600000 -3.857019 -5.651151 1.794132 1.196088 0.001342
15.610000 -3.856998 -5.664047 1.807049 1.204699 0.001342
15.620000 -3.856628 -5.668876 1.812249 1.208166 0.001341
15.630000 -3.856657 -5.669065 1.812409 1.208273 0.001341
15.640000 -3.856193 -5.666537 1.810344 1.206896 0.001340
15.650000 -3.855991 -5.668705 1.812714 1.208476 0.001340
15.660000 -3.856459 -5.678315 1.821856 1.214571 0.001340
15.670000 -3.857132 -5.687252 1.830120 1.220080 0.001339
15.680000 -3.857618 -5.684003 1.826385 1.217590 0.001339
15.690000 -3.857049 -5.663247 1.806198 1.204132 0.001339
15.700000 -3.855405 -5.638394 1.782989 1.188659 0.001339
15.710000 -3.855349 -5.635397 1.780048 1.186699 0.001339
15.720000 -3.857003 -5.655682 1.798679 1.199120 0.001338
15.730000 -3.857838 -5.672456 1.814618 1.209745 0.001338
15.740000 -3.857075 -5.667607 1.810532 1.207022 0.001338
15.750000 -3.856102 -5.647803 1.791702 1.194468 0.001337
15.760000 -3.855727 -5.627519 1.771792 1.181195 0.001337
15.770000 -3.855946 -5.615051 1.759105 1.172737 0.001337
15.780000 -3.856058 -5.610826 1.754767 1.169845 0.001337
15.790000 -3.856393 -5.614245 1.757851 1.171901 0.001336
15.800000 -3.856756 -5.620391 1.763635 1.175757 0.001336
15.810000 -3.855340 -5.626309 1.770970 1.180646 0.001336
15.820000 -3.854675 -5.649297 1.794622 1.196415 0.001337
15.830000 -3.856524 -5.695239 1.838715 1.225810 0.001336
15.840000 -3.859136 -5.734881 1.875745 1.250497 0.001337
15.850000 -3.859743 -5.729330 1.869587 1.246391 0.001339
15.860000 -3.856889 -5.672720 1.815831 1.210554 0.001338
15.870000 -3.855102 -5.606455 1.751352 1.167568 0.001339
15.880000 -3.854987 -5.561464 1.706476 1.137651 0.001339
15.890000 -3.853975 -5.544689 1.690714 1.127143 0.001340
15.900000 -3.854888 -5.565100 1.710213 1.140142 0.001341
15.910000 -3.857089 -5.605232 1.748143 1.165429 0.001341
15.920000 -3.857055 -5.632210 1.775155 1.183436 0.001340
15.930000 -3.856535 -5.641783 1.785248 1.190165 0.001340
15.940000 -3.857196 -5.640375 1.783179 1.188786 0.001339
15.950000 -3.857253 -5.623603 1.766350 1.177566 0.001339
15.960000 -3.856541 -5.595355 1.738814 1.159209 0.001338
15.970000 -3.854624 -5.573192 1.718567 1.145712 0.001339
15.980000 -3.854548 -5.586054 1.731506 1.154337 0.001340
15.990000 -3.856703 -5.635747 1.779044 1.186030 0.001340
16.000000 -3.858858 -5.689039 1.830181 1.220121 0.001340
16.010000 -3.859859 -5.710621 1.850762 1.233841 0.001342
16.020000 -3.857338 -5.689775 1.832437 1.221625 0.001342
16.030000 -3.856132 -5.662243 1.806111 1.204074 0.001341
16.040000 -3.857592 -5.647728 1.790136 1.193424 0.001341
16.050000 -3.856846 -5.630775 1.773929 1.182619 0.001341
16.060000 -3.855403 -5.619355 1.763951 1.175967 0.001341
16.070000 -3.856020 -5.630184 1.774164 1.182776 0.001340
16.080000 -3.857009 -5.653888 1.796879 1.197919 0.001340
16.090000 -3.857731 -5.673020 1.815289 1.210192 0.001340
16.100000 -3.858216 -5.673450 1.815234 1.210156 0.001340
16.110000 -3.857836 -5.647947 1.790111 1.193407 0.001340
16.120000 -3.856602 -5.603879 1.747277 1.164851 0.001339
16.130000 -3.854857 -5.565056 1.710199 1.140133 0.001340
16.140000 -3.856064 -5.555914 1.699849 1.133233 0.001339
16.150000 -3.856262 -5.565142 1.708881 1.139254 0.001339
16.160000 -3.856699 -5.585808 1.729109 1.152739 0.001338
16.170000 -3.858289 -5.608218 1.749930 1.166620 0.001339
16.180000 -3.858296 -5.611193 1.752898 1.168598 0.001339
16.190000 -3.856853 -5.596710 1.739857 1.159905 0.001338
16.200000 -3.856601 -5.585538 1.728937 1.152624 0.001338
16.210000 -3.855550 -5.587252 1.731702 1.154468 0.001338
16.220000 -3.856264 -5.612718 1.756454 1.170969 0.001337
16.230000 -3.857101 -5.651497 1.794396 1.196264 0.001337
16.240000 -3.856835 -5.689206 1.832370 1.221580 0.001337
16.250000 -3.857728 -5.723047 1.865320 1.243546 0.001336
16.260000 -3.859159 -5.738012 1.878853 1.252569 0.001337
16.270000 -3.858517 -5.716037 1.857520 1.238347 0.001338
16.280000 -3.855313 -5.672279 1.816966 1.211311 0.001338
16.290000 -3.856262 -5.650655 1.794393 1.196262 0.001337
16.300000 -3.858618 -5.643212 1.784593 1.189729 0.001338
16.310000 -3.858728 -5.617678 1.758950 1.172633 0.001338
16.320000 -3.856264 -5.575566 1.719302 1.146201 0.001338
16.330000 -3.854520 -5.556064 1.701544 1.134363 0.001339
16.340000 -3.857350 -5.581808 1.724458 1.149638 0.001338
16.350000 -3.858771 -5.616420 1.757649 1.171766 0.001339
16.360000 -3.858756 -5.634673 1.775917 1.183944 0.001339
16.370000 -3.858180 -5.633998 1.775818 1.183879 0.001339
16.380000 -3.856918 -5.624871 1.767953 1.178635 0.001339
16.390000 -3.857586 -5.621934 1.764348 1.176232 0.001339
16.400000 -3.857983 -5.616426 1.758443 1.172295 0.001338
16.410000 -3.857740 -5.600384 1.742643 1.161762 0.001338
16.420000 -3.855970 -5.579055 1.723085 1.148724 0.001338
16.430000 -3.855055 -5.575764 1.720709 1.147140 0.001338
16.440000 -3.855591 -5.601968 1.746377 1.164251 0.001338
16.450000 -3.856980 -5.645987 1.789006 1.192671 0.001338
16.460000 -3.857665 -5.683542 1.825876 1.217251 0.001337
16.470000 -3.857378 -5.700259 1.842882 1.228588 0.001337
16.480000 -3.857838 -5.695431 1.837593 1.225062 0.001337
16.490000 -3.857300 -5.665470 1.808170 1.205447 0.001337
16.500000 -3.855560 -5.622220 1.766661 1.177774 0.001337
16.510000 -3.854758 -5.593179 1.738422 1.158948 0.001337
16.520000 -3.855705 -5.591472 1.735767 1.157178 0.001337
16.530000 -3.857048 -5.603962 1.746914 1.164609 0.001337
16.540000 -3.856509 -5.612508 1.755999 1.170666 0.001336
16.550000 -3.855539 -5.623644 1.768104 1.178736 0.001336
16.560000 -3.857236 -5.647736 1.790501 1.193667 0.001336
16.570000 -3.858928 -5.662686 1.803758 1.202505 0.001336
16.580000 -3.858753 -5.644610 1.785856 1.190571 0.001337
16.590000 -3.856472 -5.600202 1.743731 1.162487 0.001336
16.600000 -3.855087 -5.566560 1.711474 1.140982 0.001337
16.610000 -3.855509 -5.571087 1.715578 1.143719 0.001337
16.620000 -3.857916 -5.609973 1.752057 1.168038 0.001337
16.630000 -3.859692 -5.648339 1.788646 1.192431 0.001338
16.640000 -3.859052 -5.656964 1.797912 1.198608 0.001339
16.650000 -3.857610 -5.640153 1.782543 1.188362 0.001339
16.660000 -3.856867 -5.616924 1.760057 1.173372 0.001338
16.670000 -3.856456 -5.599398 1.742942 1.161962 0.001338
16.680000 -3.856660 -5.593338 1.736678 1.157785 0.001337
16.690000 -3.857433 -5.595204 1.737771 1.158514 0.001337
16.700000 -3.856909 -5.596322 1.739414 1.159609 0.001337
16.710000 -3.855801 -5.605361 1.749560 1.166373 0.001336
16.720000 -3.856955 -5.635976 1.779021 1.186014 0.001336
16.730000 -3.858088 -5.673370 1.815282 1.210188 0.001336
16.740000 -3.858004 -5.699243 1.841239 1.227493 0.001336
16.750000 -3.858699 -5.709213 1.850513 1.233676 0.001336
16.760000 -3.859343 -5.692894 1.833551 1.222368 0.001337
16.770000 -3.857582 -5.646188 1.788606 1.192404 0.001337
16.780000 -3.856113 -5.597226 1.741113 1.160742 0.001337
16.790000 -3.855579 -5.575512 1.719933 1.146622 0.001337
16.800000 -3.857611 -5.585013 1.727402 1.151601 0.001337
16.810000 -3.856510 -5.599618 1.743108 1.162072 0.001336
16.820000 -3.855905 -5.624744 1.768839 1.179226 0.001336
16.830000 -3.857175 -5.663568 1.806392 1.204261 0.001336
16.840000 -3.858141 -5.695465 1.837324 1.224883 0.001336
16.850000 -3.857524 -5.703862 1.846339 1.230892 0.001335
16.860000 -3.856509 -5.695423 1.838914 1.225943 0.001335
16.870000 -3.856954 -5.684229 1.827275 1.218184 0.001334
16.880000 -3.857840 -5.667047 1.809207 1.206138 0.001334
16.890000 -3.857487 -5.635513 1.778026 1.185351 0.001334
16.900000 -3.857903 -5.594100 1.736197 1.157465 0.001334
16.910000 -3.856403 -5.544253 1.687850 1.125233 0.001333
16.920000 -3.854253 -5.510593 1.656340 1.104227 0.001335
16.930000 -3.855620 -5.523028 1.667408 1.111605 0.001334
16.940000 -3.859026 -5.560425 1.701399 1.134266 0.001335
16.950000 -3.859157 -5.574727 1.715570 1.143713 0.001336
16.960000 -3.857624 -5.562566 1.704942 1.136628 0.001336
16.970000 -3.858329 -5.543566 1.685237 1.123491 0.001336
16.980000 -3.857384 -5.515617 1.658233 1.105489 0.001336
16.990000 -3.856806 -5.490441 1.633635 1.089090 0.001335
17.000000 -3.856440 -5.478477 1.622038 1.081358 0.001335
17.010000 -3.855853 -5.485935 1.630082 1.086721 0.001335
17.020000 -3.855730 -5.520892 1.665162 1.110108 0.001334
17.030000 -3.858124 -5.578356 1.720232 1.146821 0.001334
17.040000 -3.858822 -5.622282 1.763460 1.175640 0.001335
17.050000 -3.857138 -5.637171 1.780033 1.186689 0.001335
17.060000 -3.856176 -5.642328 1.786152 1.190768 0.001334
17.070000 -3.856351 -5.652183 1.795833 1.197222 0.001334
17.080000 -3.857262 -5.665587 1.808325 1.205550 0.001333
17.090000 -3.858370 -5.669461 1.811091 1.207394 0.001334
17.100000 -3.855945 -5.654152 1.798207 1.198805 0.001333
17.110000 -3.854551 -5.652900 1.798349 1.198900 0.001334
17.120000 -3.857692 -5.683219 1.825528 1.217018 0.001334
17.130000 -3.858860 -5.705700 1.846839 1.231226 0.001334
17.140000 -3.857599 -5.701726 1.844127 1.229418 0.001334
17.150000 -3.857216 -5.686586 1.829370 1.219580 0.001334
17.160000 -3.856603 -5.670002 1.813399 1.208933 0.001333
17.170000 -3.856584 -5.660283 1.803699 1.202466 0.001333
17.180000 -3.856286 -5.658818 1.802531 1.201688 0.001333
17.190000 -3.856211 -5.668957 1.812746 1.208497 0.001332
17.200000 -3.856873 -5.688124 1.831251 1.220834 0.001332
17.210000 -3.856843 -5.705073 1.848230 1.232154 0.001332
17.220000 -3.857609 -5.715783 1.858174 1.238783 0.001331
17.230000 -3.857106 -5.711979 1.854873 1.236582 0.001331
17.240000 -3.856707 -5.700372 1.843665 1.229110 0.001331
17.250000 -3.857768 -5.686618 1.828850 1.219234 0.001330
17.260000 -3.858241 -5.656022 1.797782 1.198521 0.001330
17.270000 -3.856209 -5.603290 1.747081 1.164721 0.001330
17.280000 -3.853542 -5.560300 1.706758 1.137839 0.001332
17.290000 -3.854301 -5.566812 1.712511 1.141674 0.001333
17.300000 -3.856721 -5.612915 1.756195 1.170796 0.001333
17.310000 -3.857254 -5.660125 1.802872 1.201914 0.001332
17.320000 -3.858066 -5.689950 1.831884 1.221256 0.001332
17.330000 -3.858449 -5.687871 1.829422 1.219615 0.001333
17.340000 -3.858204 -5.647815 1.789611 1.193074 0.001333
17.350000 -3.857002 -5.578360 1.721358 1.147572 0.001332
17.360000 -3.855775 -5.502593 1.646819 1.097879 0.001332
17.370000 -3.852483 -5.451345 1.598862 1.065908 0.001336
17.380000 -3.854172 -5.470155 1.615984 1.077323 0.001337
17.390000 -3.858287 -5.535786 1.677498 1.118332 0.001337
17.400000 -3.858626 -5.587225 1.728599 1.152399 0.001337
17.410000 -3.858527 -5.608649 1.750123 1.166748 0.001338
17.420000 -3.856644 -5.602707 1.746063 1.164042 0.001337
17.430000 -3.854638 -5.597200 1.742561 1.161708 0.001338
17.440000 -3.857054 -5.617728 1.760674 1.173783 0.001338
17.450000 -3.859538 -5.633261 1.773724 1.182483 0.001339
17.460000 -3.858295 -5.609834 1.751540 1.167693 0.001339
17.470000 -3.855819 -5.564569 1.708751 1.139167 0.001339
17.480000 -3.854126 -5.537141 1.683015 1.122010 0.001340
17.490000 -3.854686 -5.553845 1.699159 1.132773 0.001341
17.500000 -3.856589 -5.606694 1.750105 1.166736 0.001340
17.510000 -3.858340 -5.664928 1.806588 1.204392 0.001340
17.520000 -3.858883 -5.698636 1.839753 1.226502 0.001341
17.530000 -3.857757 -5.698054 1.840297 1.226865 0.001341
17.540000 -3.857265 -5.677830 1.820565 1.213710 0.001340
17.550000 -3.857471 -5.647924 1.790453 1.193635 0.001340
17.560000 -3.856682 -5.611347 1.754665 1.169776 0.001340
17.570000 -3.856008 -5.582183 1.726175 1.150783 0.001339
17.580000 -3.854635 -5.576306 1.721670 1.147780 0.001340
17.590000 -3.855919 -5.610225 1.754306 1.169537 0.001340
17.600000 -3.858694 -5.662693 1.803999 1.202666 0.001340
17.610000 -3.859079 -5.691516 1.832437 1.221625 0.001341
17.620000 -3.857302 -5.687588 1.830286 1.220191 0.001341
17.630000 -3.855384 -5.675683 1.820299 1.213533 0.001341
17.640000 -3.855718 -5.682177 1.826459 1.217640 0.001341
17.650000 -3.857651 -5.701210 1.843559 1.229039 0.001340
17.660000 -3.858231 -5.704868 1.846637 1.231091 0.001340
17.670000 -3.857262 -5.683620 1.826359 1.217572 0.001340
17.680000 -3.856265 -5.652777 1.796512 1.197674 0.001340
17.690000 -3.856477 -5.630568 1.774090 1.182727 0.001339
17.700000 -3.856962 -5.619315 1.762353 1.174902 0.001339
17.710000 -3.857682 -5.611544 1.753862 1.169241 0.001339
17.720000 -3.856662 -5.598326 1.741664 1.161109 0.001338
17.730000 -3.855360 -5.591627 1.736267 1.157511 0.001338
17.740000 -3.855009 -5.609687 1.754678 1.169785 0.001339
17.750000 -3.856654 -5.655278 1.798624 1.199083 0.001338
17.760000 -3.858775 -5.702613 1.843837 1.229225 0.001339
17.770000 -3.859774 -5.717504 1.857730 1.238487 0.001340
17.780000 -3.856454 -5.692028 1.835574 1.223716 0.001340
17.790000 -3.856829 -5.671486 1.814658 1.209772 0.001340
17.800000 -3.857041 -5.660911 1.803870 1.202580 0.001339
17.810000 -3.856758 -5.651800 1.795041 1.196694 0.001339
17.820000 -3.857718 -5.645678 1.787961 1.191974 0.001339
17.830000 -3.857980 -5.632425 1.774446 1.182964 0.001338
17.840000 -3.857179 -5.611250 1.754070 1.169380 0.001338
17.850000 -3.856290 -5.596480 1.740190 1.160126 0.001338
17.860000 -3.857436 -5.597722 1.740286 1.160191 0.001337
17.870000 -3.857362 -5.600453 1.743091 1.162061 0.001337
17.880000 -3.856446 -5.602722 1.746275 1.164184 0.001337
17.890000 -3.857340 -5.613164 1.755824 1.170549 0.001336
17.900000 -3.858770 -5.618043 1.759273 1.172849 0.001337
17.910000 -3.857477 -5.598976 1.741499 1.160999 0.001337
17.920000 -3.855653 -5.573315 1.717662 1.145108 0.001336
17.930000 -3.855580 -5.567406 1.711826 1.141217 0.001336
17.940000 -3.857345 -5.583140 1.725795 1.150530 0.001336
17.950000 -3.858525 -5.595807 1.737281 1.158188 0.001336
17.960000 -3.856415 -5.590831 1.734417 1.156278 0.001336
17.970000 -3.856387 -5.590936 1.734550 1.156366 0.001336
17.980000 -3.857460 -5.596854 1.739394 1.159596 0.001335
17.990000 -3.857397 -5.593622 1.736225 1.157483 0.001335
18.000000 -3.855866 -5.585315 1.729449 1.152966 0.001335
18.010000 -3.856295 -5.595195 1.738900 1.159267 0.001334
18.020000 -3.859489 -5.617103 1.757614 1.171743 0.001336
18.030000 -3.859042 -5.610485 1.751444 1.167629 0.001336
18.040000 -3.854761 -5.583002 1.728241 1.152161 0.001337
18.050000 -3.855077 -5.592002 1.736925 1.157950 0.001337
18.060000 -3.858300 -5.633366 1.775066 1.183377 0.001337
18.070000 -3.858307 -5.657890 1.799583 1.199722 0.001337
